x,y,d
20.3161373221,151.494498923,-3700
16.5028820789,152.321321858,-3950
18.4344746013,151.902497285,-3950
20.5980190851,151.433378885,-3950
22.5283577097,151.014826193,-3950
16.6073655632,152.298666846,-4050
18.28495428,151.934917572,-4050
20.7028197341,151.410655103,-4050
22.4159076562,151.039208585,-4050
16.5562768665,152.309744339,-4000
18.361520068,151.918315917,-4000
20.6495600935,151.422203318,-4000
22.4722766346,151.026986176,-4000
36.244338578,148.040808764,-900
36.2944962815,148.029933138,-900
36.1519270602,148.060846228,-950
36.4045857149,148.006062596,-950
36.0706352188,148.078472627,-1000
36.4774053314,147.990273218,-1000
38.6444513836,147.520395578,-600
40.0338755116,147.219128639,-600
38.6840478856,147.511809922,-550
40.0111191436,147.224062871,-550
38.7234054526,147.503276074,-500
39.9807186586,147.230654566,-500
38.7627086345,147.494754019,-450
39.950154201,147.237281816,-450
38.810324902,147.484429449,-400
39.9195893585,147.243909149,-400
38.6046137955,147.529033507,-650
40.0592273566,147.213631633,-650
37.508322005,147.766740962,-1400
40.4818661818,147.121991432,-1400
37.6309012354,147.740162274,-1350
40.4505633536,147.128778782,-1350
37.8923772559,147.683466785,-1250
40.387958426,147.142353323,-1250
37.7612621247,147.7118963,-1300
40.4192610372,147.135566021,-1300
32.7387560106,148.800919452,-2800
41.87685411,146.819518102,-2800
32.6674783189,148.816374497,-2850
41.927365082,146.808565877,-2850
32.5947922459,148.832134919,-2900
41.9797338344,146.797210832,-2900
32.5207804521,148.848182795,-2950
42.0443877607,146.783192009,-2950
34.4580623321,148.428124607,-2450
41.5502687493,146.890331161,-2450
34.3779316708,148.445499229,-2500
41.5974024491,146.880111225,-2500
33.0730509385,148.728434739,-2550
33.6028579321,148.613557411,-2550
34.2862605269,148.465376158,-2550
41.6428389295,146.870259295,-2550
33.0008350647,148.744093208,-2600
33.7701973873,148.577273425,-2600
34.1584551744,148.493088019,-2600
41.6876538465,146.860542137,-2600
32.9298841845,148.759477391,-2650
41.7327575884,146.850762354,-2650
32.8625102319,148.774085993,-2700
41.7783045119,146.840886477,-2700
32.8048193211,148.786595035,-2750
41.8266707578,146.83039929,-2750
34.8560728459,148.34182453,-2100
41.2070878981,146.964742597,-2100
34.8089630939,148.352039273,-2150
41.2671081679,146.951728483,-2150
34.760168523,148.362619334,-2200
41.3124060727,146.9419066,-2200
34.7096609605,148.37357082,-2250
41.3595998748,146.931673633,-2250
34.6524748291,148.38597041,-2300
41.4088804241,146.920988198,-2300
34.5903045611,148.399450705,-2350
41.4587063724,146.910184506,-2350
34.5267707119,148.413226663,-2400
41.5040030833,146.900362882,-2400
35.365392927,148.231389351,-1450
37.0925702642,147.856887845,-1450
37.3297341634,147.80546392,-1450
40.5131693495,147.115204009,-1450
34.9364054322,148.324406125,-2000
41.0861675391,146.990961593,-2000
34.8966775599,148.333020265,-2050
41.1469589101,146.977780283,-2050
35.198913791,148.267486795,-1650
40.6609898563,147.08315229,-1650
35.1689432876,148.273985259,-1700
40.7093601454,147.072664226,-1700
35.1315926819,148.28208394,-1750
40.7566501075,147.062410408,-1750
35.0930400576,148.290443253,-1800
40.8168105416,147.049365904,-1800
35.0544867389,148.298802716,-1850
40.8915778146,147.033154218,-1850
35.0164269355,148.307055171,-1900
40.9559794994,147.019190088,-1900
34.9761325591,148.315792146,-1950
41.0205983726,147.005178866,-1950
35.3272794825,148.239653438,-1500
40.5444739412,147.108416277,-1500
35.2867934705,148.248431964,-1550
40.5814887008,147.100390417,-1550
35.2426690558,148.257999401,-1600
40.6186660065,147.092329313,-1600
55.2147359756,143.927483365,-5650
60.6751841425,142.743501835,-5650
55.2631691533,143.916981665,-5700
60.5710874365,142.766072981,-5700
55.3128501194,143.906209409,-5750
60.4638987834,142.789314551,-5750
55.3641570355,143.8950846,-5800
60.3583325698,142.812204329,-5800
56.1160845694,143.732045178,-6500
59.3806462788,143.024194714,-6500
56.0596711907,143.744277214,-6450
59.42837513,143.013845733,-6450
55.5258712583,143.860020326,-5950
60.0612955583,142.876610459,-5950
56.0018208841,143.756820817,-6400
59.476340675,143.003445429,-6400
55.9457156949,143.768986029,-6350
59.5298241111,142.991848688,-6350
55.4735289916,143.871369628,-5900
60.1530822556,142.856708475,-5900
55.4208219728,143.882798019,-5850
60.2509166647,142.835495173,-5850
55.8912197685,143.780802306,-6300
59.5838229363,142.980140197,-6300
55.576939661,143.848947234,-6000
59.9755250282,142.895207966,-6000
56.4104839103,143.668210971,-6750
59.1458150168,143.075112857,-6750
56.3507776189,143.681157004,-6700
59.1924657538,143.064997641,-6700
56.2918327545,143.693937939,-6650
59.238928938,143.054923092,-6650
56.2338749013,143.706504861,-6600
59.2850805645,143.044916098,-6600
56.1743281971,143.719416292,-6550
59.3328037393,143.034568347,-6550
55.7324076486,143.815237322,-6150
59.7606162431,142.941806345,-6150
56.5897037736,143.629350972,-6900
59.0023393378,143.106222492,-6900
55.7843259739,143.803979942,-6200
59.6981136565,142.955358696,-6200
55.8369490877,143.792569744,-6250
59.6381242793,142.968366111,-6250
56.5294612561,143.642413275,-6850
59.0507307832,143.095729841,-6850
55.6282203965,143.837828102,-6050
59.8983354058,142.911944887,-6050
56.4699200249,143.655323519,-6800
59.0989558336,143.085273269,-6800
56.7089716294,143.603490285,-7000
58.8995903855,143.128501408,-7000
56.6490930512,143.616473676,-6950
58.953787927,143.116749829,-6950
55.6797710152,143.826650451,-6100
59.8228838006,142.928304956,-6100
7.06157336427,154.368467952,-2650
11.3767007576,153.432824763,-2650
7.2607177814,154.32528774,-2600
11.3102519954,153.447232758,-2600
7.84954970419,154.197612117,-2450
11.0975209842,153.493358933,-2450
6.93468830016,154.395980268,-2700
11.4400286986,153.419093452,-2700
6.75094693456,154.435820657,-2750
11.5027255033,153.40549899,-2750
3.22103303883,155.201207074,-2800
4.16359000051,154.996833733,-2800
6.62822263183,154.4624308,-2800
11.5655066801,153.391886233,-2800
7.43110793747,154.288342274,-2550
11.2441972929,153.461555309,-2550
7.67258864015,154.235982343,-2500
11.1751840329,153.47651936,-2500

