d,long,lat
-6250,136.803879184,43.0207631217
-6850,141.914505934,34.2327842516
-6850,137.677616214,41.5183285026
-6050,143.199140158,32.0237913109
-6050,136.73226267,43.1439113089
-6800,141.938906053,34.190827024
-6800,137.613170125,41.6291467824
-7000,141.849970995,34.3437553136
-7000,138.065672795,40.8510457594
-6950,141.869892831,34.3094987187
-6950,137.966968563,41.0207726348
-6100,143.179285781,32.0579319066
-6100,136.747416057,43.1178542998
-7150,141.799349941,34.4308007546
-7150,138.563556949,39.9949090001
-7100,141.81529129,34.4033888059
-7100,138.474870796,40.1474092856
-7100,138.416084963,40.2484944719
-7100,138.243633347,40.5450336711
-7050,141.831232775,34.3759766226
-7050,138.146363029,40.7122948577
-7300,141.757334334,34.5030486966
-7300,140.19327852,37.1925210678
-7300,139.137643904,39.0077377055
-7300,138.690108525,39.7772972218
-7250,141.768602965,34.4836717197
-7250,140.184293326,37.2079715589
-7250,139.173675317,38.9457798833
-7250,138.648779507,39.8483645397
-7200,141.783483604,34.4580837155
-7200,140.175222613,37.2235691051
-7200,139.21554357,38.8737853234
-7200,138.606132064,39.9216989565
-8050,141.422650864,35.0785536986
-8050,140.339469354,36.9411386008
-8200,141.362851279,35.1813820825
-8200,140.368704038,36.8908680972
-8100,141.402873429,35.1125619903
-8100,140.34840331,36.9257762153
-8150,141.383403723,35.1460411252
-8150,140.358241284,36.908859326
-7500,141.705755263,34.5917414936
-7500,140.2272403,37.1341220845
-7450,141.722960018,34.5621570558
-7450,140.219462615,37.1474962036
-7450,139.035107201,39.1840547048
-7450,138.826512447,39.5427438413
-7400,141.735854539,34.539984281
-7400,140.21095756,37.1621210723
-7400,139.07876945,39.1089752794
-7400,138.780365082,39.6220965481
-7350,141.746594404,34.5215165447
-7350,140.202159115,37.1772504399
-7350,139.108560903,39.0577473819
-7350,138.734763513,39.7005107317
-7950,141.464523903,35.0065509105
-7950,140.321932937,36.9712933484
-8000,141.443091511,35.0434049828
-8000,140.330780142,36.9560801366
-7700,141.588439014,34.7934726649
-7700,140.266460568,37.0666808684
-7850,141.509239412,34.9296603503
-7850,140.298953184,37.010808186
-7650,141.611983712,34.7529863771
-7650,140.256147315,37.0844150236
-7900,141.485412981,34.9706310922
-7900,140.31033457,36.9912373219
-7600,141.648087479,34.6909041401
-7600,140.245834217,37.1021489118
-7550,141.688492389,34.6214258722
-7550,140.235919304,37.1191981031
-8250,141.340870726,35.2191787458
-8250,140.38086277,36.869960548
-8350,141.297567837,35.2936402349
-8350,140.406464355,36.8259373381
-8300,141.319110791,35.256596045
-8300,140.393663479,36.8479490857
-7750,141.560515879,34.8414878961
-7750,140.27681743,37.0488717245
-7800,141.536170385,34.8833511921
-7800,140.287782742,37.0300163207

